2022 Utility Bundled Retail Sales- Commercial;;;;;;
(Data from forms EIA-861- schedules 4A & 4D and EIA-861S);;;;;;
Entity;State;Ownership;Customers (Count);Sales (Megawatthours);Revenues (Thousands Dollars);Average Price (cents/kWh)
Lakeview Light & Power;WA;Cooperative;2.124;68.552;6.552,0;9,56
Modern Electric Water Company;WA;Cooperative;1.687;124.449;8.431,0;6,77
Orcas Power & Light Coop;WA;Cooperative;1.961;60.174;8.841,0;14,69
PUD 1 of Snohomish County;WA;Political Subdivision;34.918;2.374.186;211.333,0;8,90
PUD No 1 of Benton County;WA;Political Subdivision;6.580;567.995;39.885,0;7,02
PUD No 1 of Chelan County;WA;Political Subdivision;6.506;488.400;19.010,4;3,89
PUD No 1 of Clallam County;WA;Political Subdivision;3.550;179.174;16.902,9;9,43
PUD No 1 of Clark County - (WA);WA;Political Subdivision;19.484;1.379.311;103.587,0;7,51
PUD No 1 of Cowlitz County;WA;Political Subdivision;5.677;390.007;33.737,0;8,65
PUD No 1 of Douglas County;WA;Political Subdivision;891;330.208;10.133,0;3,07
PUD No 1 of Franklin County;WA;Political Subdivision;1.985;425.276;31.114,0;7,32
PUD No 1 of Grays Harbor County;WA;Political Subdivision;5.040;325.673;34.607,8;10,63
PUD No 1 of Jefferson County;WA;Political Subdivision;2.685;68.850;8.214,8;11,93
PUD No 1 of Klickitat County;WA;Political Subdivision;2.055;116.337;10.513,0;9,04
PUD No 1 of Lewis County;WA;Political Subdivision;5.049;199.161;16.321,7;8,20
PUD No 1 of Okanogan County;WA;Political Subdivision;3.988;296.505;23.186,9;7,82
PUD No 1 of Pend Oreille County;WA;Political Subdivision;852;266.435;21.077,0;7,91
PUD No 2 of Grant County;WA;Political Subdivision;7.705;1.144.321;49.547,0;4,33
PUD No 2 of Pacific County;WA;Political Subdivision;2.033;90.796;7.914,0;8,72
PUD No 3 of Mason County;WA;Political Subdivision;2.393;180.579;17.226,0;9,54
PacifiCorp;WA;Investor Owned;17.105;1.528.563;140.403,3;9,19
Peninsula Light Company;WA;Cooperative;183;96.624;7.704,4;7,97
Puget Sound Energy Inc;WA;Investor Owned;141.559;8.741.312;998.994,0;11,43
Vera Irrigation District #15;WA;Political Subdivision;1.353;77.712;6.427,0;8,27
Adams-Columbia Electric Coop;WI;Cooperative;2.497;85.681;11.798,6;13,77
Algoma Utility Comm;WI;Municipal;374;16.990;2.026,3;11,93
Barron Electric Coop;WI;Cooperative;214;27.139;2.594,0;9,56
Brodhead Water & Lighting Comm;WI;Municipal;308;9.366;1.206,3;12,88
Cedarburg Light & Water Comm;WI;Municipal;945;48.513;5.762,7;11,88
City of Black River Falls;WI;Municipal;560;35.465;4.527,5;12,77
City of Boscobel - (WI);WI;Municipal;336;29.885;2.966,9;9,93
City of Columbus - (WI);WI;Municipal;439;25.610;2.904,0;11,34
City of Cuba City;WI;Municipal;149;10.756;1.291,7;12,01
City of Eagle River - (WI);WI;Municipal;526;23.626;2.801,1;11,86
City of Evansville;WI;Municipal;662;30.083;3.864,2;12,85
City of Kaukauna;WI;Municipal;1.915;137.603;14.170,7;10,30
City of Lodi - (WI);WI;Municipal;297;16.463;2.053,7;12,47
City of Marshfield - (WI);WI;Municipal;1.991;87.465;9.305,0;10,64
City of Menasha - (WI);WI;Municipal;823;56.669;6.287,7;11,10
City of New Holstein - (WI);WI;Municipal;427;21.953;2.705,0;12,32
City of New Richmond;WI;Municipal;708;66.192;6.959,9;10,51
City of Plymouth - (WI);WI;Municipal;1.318;104.650;10.755,0;10,28
City of Richland Center - (WI);WI;Municipal;512;40.954;4.665,6;11,39
City of River Falls;WI;Municipal;779;63.446;7.576,2;11,94
City of Stoughton - (WI);WI;Municipal;1.028;53.091;5.955,5;11,22
City of Sturgeon Bay - (WI);WI;Municipal;1.805;77.514;8.834,6;11,40
City of Westby;WI;Municipal;216;15.723;1.801,3;11,46
Consolidated Water Power Co;WI;Investor Owned;12;1.389;160,9;11,58
Dahlberg Light & Power Co;WI;Investor Owned;1.257;18.790;2.537,0;13,50
Dunn County Electric Coop;WI;Cooperative;1.056;53.985;5.899,0;10,93
East Central Energy;WI;Cooperative;379;7.026;955,5;13,60
Florence Utility Comm;WI;Municipal;217;8.975;1.397,6;15,57
Hartford Electric;WI;Municipal;862;77.131;7.950,9;10,31
Hustisford Utilities;WI;Municipal;278;7.265;1.017,3;14,00
Jefferson Utilities;WI;Municipal;623;52.048;5.555,3;10,67
Juneau Utility Comm;WI;Municipal;196;21.067;2.298,5;10,91
Lake Mills Light & Water;WI;Municipal;457;35.540;4.367,5;12,29
Longroad Energy;WI;Behind the Meter;3;515;44,0;8,54
Madison Gas & Electric Co;WI;Investor Owned;22.005;2.153.686;268.731,0;12,48
Manitowoc Public Utilities;WI;Municipal;2.281;90.749;8.043,6;8,86
New London Electric&Water Util;WI;Municipal;565;34.725;4.002,2;11,53
North Central Power Co Inc;WI;Investor Owned;494;7.250;1.080,9;14,91
Northern States Power Co;WI;Investor Owned;40.993;2.727.852;311.723,5;11,43
Northwestern Wisconsin Elec Co;WI;Investor Owned;1.908;53.435;6.847,7;12,82
Oakdale Electric Coop;WI;Cooperative;1.699;52.995;6.723,0;12,69
Oconomowoc Utilities;WI;Municipal;1.302;117.785;13.844,6;11,75
Oconto Falls Water & Light Comm;WI;Municipal;301;15.979;1.974,0;12,35
Pioneer Power and Light Co;WI;Investor Owned;234;3.794;558,9;14,73
Polk-Burnett Electric Coop;WI;Cooperative;1.695;51.524;5.815,0;11,29
Reedsburg Utility Comm;WI;Municipal;738;64.668;7.280,0;11,26
Riverland Energy Cooperative;WI;Cooperative;1.084;36.007;4.369,9;12,14
Rock Energy Cooperative;WI;Cooperative;408;53.138;5.332,0;10,03
Scenic Rivers Energy Coop;WI;Cooperative;170;1.359;224,0;16,48
Shawano Municipal Utilities;WI;Municipal;924;11.040;1.556,9;14,10
Slinger Utilities;WI;Municipal;392;22.844;2.685,7;11,76
Sun Prairie Utilities;WI;Municipal;1.773;144.678;15.063,5;10,41
Superior Water and Light Co;WI;Investor Owned;2.210;126.141;14.046,1;11,14
Two Rivers Water & Light;WI;Municipal;715;43.028;4.850,0;11,27
Village of Mt. Horeb - (WI);WI;Municipal;551;27.579;3.291,6;11,94
Village of Muscoda - (WI);WI;Municipal;196;8.878;1.106,0;12,46
Village of New Glarus - (WI);WI;Municipal;220;15.060;1.696,1;11,26
Village of Prairie Du Sac - (WI);WI;Municipal;302;22.441;2.599,7;11,58
Village of Waunakee - (WI);WI;Municipal;831;58.477;6.833,6;11,69
Waterloo Light & Water Comm;WI;Municipal;271;20.991;2.760,4;13,15
Waupun Utilities;WI;Municipal;587;35.375;4.010,4;11,34
Westfield Electric Company;WI;Investor Owned;139;6.350;1.075,0;16,93
Whitehall Electric Utility;WI;Municipal;197;18.959;2.001,4;10,56
Wisconsin Electric Power Co;WI;Investor Owned;118.710;8.768.727;1.111.163,2;12,67
Wisconsin Power & Light Co;WI;Investor Owned;62.165;2.416.426;291.125,0;12,05
Wisconsin Public Service Corp;WI;Investor Owned;55.194;4.068.263;419.402,3;10,31
Wisconsin Rapids W W & L Comm;WI;Municipal;2.273;115.690;12.801,0;11,06
Appalachian Power Co;WV;Investor Owned;66.869;3.146.193;351.926,0;11,19
Black Diamond Power Co;WV;Investor Owned;459;14.394;1.854,5;12,88
Monongahela Power Co;WV;Investor Owned;54.809;2.844.701;274.143,8;9,64
The Potomac Edison Company;WV;Investor Owned;19.426;820.564;78.517,5;9,57
Wheeling Power Co;WV;Investor Owned;6.425;382.634;43.158,0;11,28
Black Hills Power, Inc.;WY;Investor Owned;601;27.642;3.690,0;13,35
Cheyenne Light Fuel & Power;WY;Investor Owned;5.274;564.243;67.440,0;11,95
City of Gillette - (WY);WY;Municipal;2.673;185.698;16.831,0;9,06
Fall River Rural Elec Coop Inc;WY;Cooperative;64;3.573;304,0;8,51
High Plains Power Inc;WY;Cooperative;408;51.543;5.336,0;10,35
High West Energy, Inc;WY;Cooperative;19;2.509;302,0;12,04
Lower Valley Energy Inc;WY;Cooperative;6.063;267.447;16.873,0;6,31
Montana-Dakota Utilities Co;WY;Investor Owned;2.674;140.557;12.022,0;8,55
NorthWestern Energy LLC - (MT);WY;Investor Owned;415;27.350;4.847,0;17,72
PacifiCorp;WY;Investor Owned;23.780;1.413.880;122.333,9;8,65
Powder River Energy Corp;WY;Cooperative;7.413;617.349;60.045,2;9,73
WAPA-- Western Area Power Administration;WY;Federal;2;32.160;1.545,7;4,81
Yampa Valley Electric Assn Inc;WY;Cooperative;185;4.486;578,9;12,90
Adjustment 2022;AK;;10.485;325.925;97.447,4;.
Adjustment 2022;AL;;8.809;303.583;37.511,9;.
Adjustment 2022;AR;;3.239;141.439;15.459,9;.
Adjustment 2022;AZ;;6.831;418.171;45.361,8;.
Adjustment 2022;CA;;9.810;748.338;122.617,4;.
Adjustment 2022;CO;;14.064;521.756;66.680,1;.
Adjustment 2022;CT;;1.863;201.399;29.747,1;.
Adjustment 2022;DE;;2.317;94.588;11.665,7;.
Adjustment 2022;FL;;8.677;558.902;72.038,1;.
Adjustment 2022;GA;;18.384;1.607.523;168.518,2;.
Adjustment 2022;IA;;30.143;1.409.471;144.049,4;.
Adjustment 2022;ID;;4.382;239.445;17.474,5;.
Adjustment 2022;IL;;16.999;797.164;100.298,2;.
Adjustment 2022;IN;;19.622;849.944;96.602,7;.
Adjustment 2022;KS;;41.605;1.522.830;194.863,7;.
Adjustment 2022;KY;;4.849;127.514;14.203,2;.
Adjustment 2022;LA;;7.254;340.641;42.413,8;.
Adjustment 2022;MA;;14.398;370.030;67.292,4;.
Adjustment 2022;MD;;718;22.150;2.007,0;.
Adjustment 2022;ME;;1.644;47.379;5.892,2;.
Adjustment 2022;MI;;13.302;596.668;70.128,8;.
Adjustment 2022;MN;;39.892;2.044.606;226.967,5;.
Adjustment 2022;MO;;32.197;1.459.926;149.026,0;.
Adjustment 2022;MS;;7.760;278.164;35.805,1;.
Adjustment 2022;MT;;9.369;398.703;43.138,5;.
Adjustment 2022;NC;;23.620;1.299.557;143.254,9;.
Adjustment 2022;ND;;4.255;281.134;27.021,6;.
Adjustment 2022;NE;;35.818;1.346.172;141.362,7;.
Adjustment 2022;NH;;2.407;46.149;7.475,4;.
Adjustment 2022;NJ;;4.742;215.945;35.046,0;.
Adjustment 2022;NM;;7.798;320.902;44.141,5;.
Adjustment 2022;NV;;1.781;102.246;10.794,8;.
Adjustment 2022;NY;;13.643;542.240;42.154,7;.
Adjustment 2022;OH;;22.595;865.142;109.276,1;.
Adjustment 2022;OK;;19.848;1.001.199;113.127,9;.
Adjustment 2022;OR;;8.516;380.513;34.649,3;.
Adjustment 2022;PA;;11.985;351.366;51.045,0;.
Adjustment 2022;SC;;12.598;549.509;68.090,0;.
Adjustment 2022;SD;;12.881;844.864;86.322,5;.
Adjustment 2022;TX;;30.738;1.614.968;184.691,1;.
Adjustment 2022;UT;;10.874;538.188;54.580,2;.
Adjustment 2022;VA;;9.189;392.739;45.946,5;.
Adjustment 2022;VT;;5.499;142.305;21.911,5;.
Adjustment 2022;WA;;7.275;431.478;36.835,8;.
Adjustment 2022;WI;;15.820;658.664;75.310,7;.
Adjustment 2022;WV;;1.718;66.549;8.544,9;.
Adjustment 2022;WY;;8.836;272.353;32.625,6;.
